NameId,Text,nid,Level_Text,Negetive,Neutral,Positive,bully
constantconstance92,drama club,9,"['drama', 'club']",0.0,1.0,0.0,0
army_dude1982,drama set,10,"['drama', 'set']",0.0,1.0,0.0,0
constantconstance92,oh,9,['oh'],0.0,1.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,ya,10,['ya'],0.0,1.0,0.0,0
constantconstance92,want get married,9,"['want', 'get', 'married']",0.0,0.606,0.394,0
constantconstance92,eewww never,9,"['eewww', 'never']",0.0,1.0,0.0,0
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
army_dude1982,know want eventualy,10,"['know', 'want', 'eventualy']",0.0,0.606,0.394,0
constantconstance92,dont,9,['dont'],0.0,1.0,0.0,0
army_dude1982,kid,10,['kid'],0.0,1.0,0.0,0
army_dude1982,dont hafta married kid,10,"['dont', 'hafta', 'married', 'kid']",0.0,1.0,0.0,0
constantconstance92,dang,9,['dang'],0.0,1.0,0.0,0
army_dude1982,true bot hard rase one,10,"['true', 'bot', 'hard', 'rase', 'one']",0.194,0.417,0.389,1
constantconstance92,true,9,['true'],0.0,0.0,1.0,0
constantconstance92,see,9,['see'],0.0,1.0,0.0,0
army_dude1982,huh,10,['huh'],0.0,1.0,0.0,0
constantconstance92,hey girl,9,"['hey', 'girl']",0.0,1.0,0.0,0
army_dude1982,hey,10,['hey'],0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,good,10,['good'],0.0,0.0,1.0,0
constantconstance92,i am good,9,"['i am', 'good']",0.0,0.256,0.744,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,good,10,['good'],0.0,0.0,1.0,0
army_dude1982,good tonight,10,"['good', 'tonight']",0.0,0.256,0.744,0
army_dude1982,nutin bored,10,"['nutin', 'bored']",0.677,0.323,0.0,1
constantconstance92,ahh i am sorry,9,"['ahh', 'i am', 'sorry']",0.394,0.606,0.0,1
army_dude1982,hey girl,10,"['hey', 'girl']",0.0,1.0,0.0,0
constantconstance92,hey,9,['hey'],0.0,1.0,0.0,0
army_dude1982,want make,10,"['want', 'make']",0.0,0.435,0.565,0
 u live in tacoma???,lol,11,['lol'],0.0,0.0,1.0,0
army_dude1982,kinda far,10,"['kinda', 'far']",0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,lakewood,10,['lakewood'],0.0,1.0,0.0,0
army_dude1982,closer lived tacoma,10,"['closer', 'lived', 'tacoma']",0.0,1.0,0.0,0
constantconstance92,ah,9,['ah'],0.0,1.0,0.0,0
constantconstance92,maybe 10 min away,9,"['maybe', '10', 'min', 'away']",0.0,1.0,0.0,0
army_dude1982,kewl,10,['kewl'],0.0,0.0,1.0,0
army_dude1982,want take offer,10,"['want', 'take', 'offer']",0.0,0.606,0.394,0
constantconstance92,mebee,9,['mebee'],0.0,1.0,0.0,0
army_dude1982,oh,10,['oh'],0.0,1.0,0.0,0
constantconstance92,gone come get,9,"['gone', 'come', 'get']",0.0,1.0,0.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,call make sure Your real first,10,"['call', 'make', 'sure', 'Your', 'real', 'first']",0.0,0.685,0.315,0
constantconstance92,lol i am real,9,"['lol', 'i am', 'real']",0.0,0.417,0.583,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,make sure Your crazy man,9,"['make', 'sure', 'Your', 'crazy', 'man']",0.312,0.39,0.299,1
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,oh,9,['oh'],0.0,1.0,0.0,0
constantconstance92,see one problem,9,"['see', 'one', 'problem']",0.574,0.426,0.0,1
army_dude1982,,10,[],0.0,0.0,0.0,0
army_dude1982,age would probaly get trouble see got trouble,10,"['age', 'would', 'probaly', 'get', 'trouble', 'see', 'got', 'trouble']",0.474,0.526,0.0,1
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
constantconstance92,lol hey,9,"['lol', 'hey']",0.0,0.263,0.737,0
army_dude1982,yes,10,['yes'],0.0,0.0,1.0,0
army_dude1982,would,10,['would'],0.0,1.0,0.0,0
constantconstance92,yeah,9,['yeah'],0.0,0.0,1.0,0
army_dude1982,would get trouble asking,10,"['would', 'get', 'trouble', 'asking']",0.474,0.526,0.0,1
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,dont wanta get trouble either,9,"['dont', 'wanta', 'get', 'trouble', 'either']",0.0,0.639,0.361,0
army_dude1982,would make,10,"['would', 'make']",0.0,1.0,0.0,0
constantconstance92,yes,9,['yes'],0.0,0.0,1.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,duno,9,['duno'],0.0,1.0,0.0,0
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
constantconstance92,ya wanta,9,"['ya', 'wanta']",0.0,1.0,0.0,0
army_dude1982,tell,10,['tell'],0.0,1.0,0.0,0
constantconstance92,could sneak gues,9,"['could', 'sneak', 'gues']",0.0,1.0,0.0,0
army_dude1982,one night,10,"['one', 'night']",0.0,1.0,0.0,0
constantconstance92,night,9,['night'],0.0,1.0,0.0,0
constantconstance92,duno,9,['duno'],0.0,1.0,0.0,0
constantconstance92,whne,9,['whne'],0.0,1.0,0.0,0
army_dude1982,whenever want,10,"['whenever', 'want']",0.0,0.435,0.565,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
constantconstance92,tomorrow,9,['tomorrow'],0.0,1.0,0.0,0
army_dude1982,time,10,['time'],0.0,1.0,0.0,0
constantconstance92,skool silly,9,"['skool', 'silly']",0.0,0.476,0.524,0
constantconstance92,time get,9,"['time', 'get']",0.0,1.0,0.0,0
army_dude1982,245,10,['245'],0.0,1.0,0.0,0
constantconstance92,umm cant like 530 6,9,"['umm', 'cant', 'like', '530', '6']",0.413,0.587,0.0,1
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,today,10,['today'],0.0,1.0,0.0,0
constantconstance92,cant,9,['cant'],0.0,1.0,0.0,0
army_dude1982,mom home,10,"['mom', 'home']",0.0,1.0,0.0,0
constantconstance92,oh,9,['oh'],0.0,1.0,0.0,0
army_dude1982,dad,10,['dad'],0.0,1.0,0.0,0
constantconstance92,fla,9,['fla'],0.0,1.0,0.0,0
army_dude1982,mom,10,['mom'],0.0,1.0,0.0,0
constantconstance92,nurse,9,['nurse'],0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,hospital,10,['hospital'],0.0,1.0,0.0,0
army_dude1982,damn,10,['damn'],1.0,0.0,0.0,1
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
army_dude1982,ru stalker,10,"['ru', 'stalker']",0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,trying get info,10,"['trying', 'get', 'info']",0.0,1.0,0.0,0
constantconstance92,yeah stalker info,9,"['yeah', 'stalker', 'info']",0.0,0.476,0.524,0
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,whats mom,9,"['whats', 'mom']",0.0,1.0,0.0,0
army_dude1982,work car dealership,10,"['work', 'car', 'dealership']",0.0,1.0,0.0,0
army_dude1982,lolk,10,['lolk'],0.0,1.0,0.0,0
constantconstance92,like somehow bet keith like much anymore,9,"['like', 'somehow', 'bet', 'keith', 'like', 'much', 'anymore']",0.0,0.5,0.5,0
constantconstance92,funny,9,['funny'],0.0,0.0,1.0,0
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,kewl,9,['kewl'],0.0,0.0,1.0,0
army_dude1982,time mom get work,10,"['time', 'mom', 'get', 'work']",0.0,1.0,0.0,0
constantconstance92,8,9,['8'],0.0,0.0,0.0,0
army_dude1982,would time,10,"['would', 'time']",0.0,1.0,0.0,0
army_dude1982,yeah,10,['yeah'],0.0,0.0,1.0,0
constantconstance92,making dont take lon,9,"['making', 'dont', 'take', 'lon']",0.0,1.0,0.0,0
constantconstance92,realy want,9,"['realy', 'want']",0.0,0.435,0.565,0
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,want,10,['want'],0.0,0.0,1.0,0
constantconstance92,kissing,9,['kissing'],0.0,0.0,1.0,0
constantconstance92,want,9,['want'],0.0,0.0,1.0,0
army_dude1982,kissing,10,['kissing'],0.0,0.0,1.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,want,10,['want'],0.0,0.0,1.0,0
constantconstance92,anything,9,['anything'],0.0,1.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,kissing ok,10,"['kissing', 'ok']",0.0,0.0,1.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,kewl,10,['kewl'],0.0,0.0,1.0,0
constantconstance92,going make,9,"['going', 'make']",0.0,1.0,0.0,0
army_dude1982,duno,10,['duno'],0.0,1.0,0.0,0
constantconstance92,Your car,9,"['Your', 'car']",0.0,1.0,0.0,0
constantconstance92,ya,9,['ya'],0.0,1.0,0.0,0
army_dude1982,duno,10,['duno'],0.0,1.0,0.0,0
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
army_dude1982,skate park,10,"['skate', 'park']",0.0,1.0,0.0,0
constantconstance92,cop,9,['cop'],0.0,1.0,0.0,0
constantconstance92,duno,9,['duno'],0.0,1.0,0.0,0
army_dude1982,let,10,['let'],0.0,1.0,0.0,0
constantconstance92,since worried third offered fourth,9,"['since', 'worried', 'third', 'offered', 'fourth']",0.355,0.645,0.0,1
constantconstance92,realy,9,['realy'],0.0,1.0,0.0,0
constantconstance92,thinking room,9,"['thinking', 'room']",0.0,1.0,0.0,0
army_dude1982,ha,10,['ha'],0.0,0.0,1.0,0
constantconstance92,mom would kill u,9,"['mom', 'would', 'kill', 'u']",0.701,0.299,0.0,1
constantconstance92,gone got home,9,"['gone', 'got', 'home']",0.0,1.0,0.0,0
constantconstance92,dound,9,['dound'],0.0,1.0,0.0,0
army_dude1982,found,10,['found'],0.0,1.0,0.0,0
constantconstance92,would,9,['would'],0.0,1.0,0.0,0
army_dude1982,duno,10,['duno'],0.0,1.0,0.0,0
constantconstance92,shes smart,9,"['shes', 'smart']",0.0,0.27,0.73,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,happend,10,['happend'],0.0,1.0,0.0,0
constantconstance92,yahoo messing,9,"['yahoo', 'messing']",0.0,1.0,0.0,0
constantconstance92,ic ic,9,"['ic', 'ic']",0.0,1.0,0.0,0
army_dude1982,hey call get 2539708268,10,"['hey', 'call', 'get', '2539708268']",0.0,1.0,0.0,0
constantconstance92,hey,9,['hey'],0.0,1.0,0.0,0
constantconstance92,hey shorty,9,"['hey', 'shorty']",0.0,1.0,0.0,0
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
army_dude1982,r,10,['r'],0.0,0.0,0.0,0
constantconstance92,i am good,9,"['i am', 'good']",0.0,0.256,0.744,0
army_dude1982,kewl,10,['kewl'],0.0,0.0,1.0,0
army_dude1982,working,10,['working'],0.0,1.0,0.0,0
constantconstance92,yes,9,['yes'],0.0,0.0,1.0,0
army_dude1982,got home skewl,10,"['got', 'home', 'skewl']",0.0,1.0,0.0,0
constantconstance92,got early today,9,"['got', 'early', 'today']",0.0,1.0,0.0,0
constantconstance92,kewl,9,['kewl'],0.0,0.0,1.0,0
army_dude1982,nice,10,['nice'],0.0,0.0,1.0,0
constantconstance92,ya army,9,"['ya', 'army']",0.0,1.0,0.0,0
constantconstance92,drive tnak,9,"['drive', 'tnak']",0.0,1.0,0.0,0
army_dude1982,nope,10,['nope'],0.0,1.0,0.0,0
constantconstance92,dang,9,['dang'],0.0,1.0,0.0,0
constantconstance92,id like drve tank,9,"['id', 'like', 'drve', 'tank']",0.0,0.545,0.455,0
constantconstance92,communication,9,['communication'],0.0,1.0,0.0,0
army_dude1982,ah kewl,10,"['ah', 'kewl']",0.0,0.303,0.697,0
constantconstance92,fix stuff tank,9,"['fix', 'stuff', 'tank']",0.0,1.0,0.0,0
constantconstance92,kewl,9,['kewl'],0.0,0.0,1.0,0
army_dude1982,still want call,10,"['still', 'want', 'call']",0.0,0.606,0.394,0
constantconstance92,right,9,['right'],0.0,1.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,kewl,10,['kewl'],0.0,0.0,1.0,0
constantconstance92,still want make,9,"['still', 'want', 'make']",0.0,0.606,0.394,0
army_dude1982,yes,10,['yes'],0.0,0.0,1.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
constantconstance92,r cute,9,"['r', 'cute']",0.0,0.0,1.0,0
army_dude1982,oh,10,['oh'],0.0,1.0,0.0,0
constantconstance92,thank guess,9,"['thank', 'guess']",0.0,0.286,0.714,0
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
army_dude1982,well r,10,"['well', 'r']",0.0,0.0,1.0,0
constantconstance92,humm,9,['humm'],0.0,1.0,0.0,0
army_dude1982,thats Your pic pro,10,"['thats', 'Your', 'pic', 'pro']",0.0,1.0,0.0,0
constantconstance92,right,9,['right'],0.0,1.0,0.0,0
army_dude1982,yes thanks confirmation,10,"['yes', 'thanks', 'confirmation']",0.0,0.152,0.848,0
army_dude1982,ok,10,['ok'],0.0,0.0,1.0,0
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,think Your cute,10,"['think', 'Your', 'cute']",0.0,0.4,0.6,0
constantconstance92,,9,[],0.0,0.0,0.0,0
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
army_dude1982,reason want make,10,"['reason', 'want', 'make']",0.0,0.606,0.394,0
constantconstance92,seem nice,9,"['seem', 'nice']",0.0,0.263,0.737,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,like older guy,10,"['like', 'older', 'guy']",0.0,0.444,0.556,0
constantconstance92,boy,9,['boy'],0.0,1.0,0.0,0
constantconstance92,way older,9,"['way', 'older']",0.0,1.0,0.0,0
army_dude1982,old,10,['old'],0.0,1.0,0.0,0
army_dude1982,22,10,['22'],0.0,1.0,0.0,0
constantconstance92,thats old,9,"['thats', 'old']",0.0,1.0,0.0,0
constantconstance92,tole already,9,"['tole', 'already']",0.0,1.0,0.0,0
constantconstance92,yes,9,['yes'],0.0,0.0,1.0,0
constantconstance92,thought gon na said lied older,9,"['thought', 'gon', 'na', 'said', 'lied', 'older']",0.342,0.658,0.0,1
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,i am going lie,9,"['i am', 'going', 'lie']",0.0,1.0,0.0,0
army_dude1982,kewl,10,['kewl'],0.0,0.0,1.0,0
constantconstance92,thats good,9,"['thats', 'good']",0.0,0.256,0.744,0
constantconstance92,lie,9,['lie'],0.0,1.0,0.0,0
army_dude1982,shouldnt,10,['shouldnt'],0.0,1.0,0.0,0
constantconstance92,lot people thu,9,"['lot', 'people', 'thu']",0.0,1.0,0.0,0
constantconstance92,yes,9,['yes'],0.0,0.0,1.0,0
army_dude1982,pic,10,['pic'],0.0,1.0,0.0,0
constantconstance92,pro,9,['pro'],0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,mebee couple somewhere,10,"['mebee', 'couple', 'somewhere']",0.0,1.0,0.0,0
constantconstance92,cam mom took away,9,"['cam', 'mom', 'took', 'away']",0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,shes bytch,10,"['shes', 'bytch']",0.0,1.0,0.0,0
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,cam peep,10,"['cam', 'peep']",0.0,1.0,0.0,0
constantconstance92,notin dirty,9,"['notin', 'dirty']",0.744,0.256,0.0,1
constantconstance92,ic ic,9,"['ic', 'ic']",0.0,1.0,0.0,0
army_dude1982,shes crazy,10,"['shes', 'crazy']",0.706,0.294,0.0,1
constantconstance92,looking,9,['looking'],0.0,1.0,0.0,0
constantconstance92,gues,9,['gues'],0.0,1.0,0.0,0
army_dude1982,good mom,10,"['good', 'mom']",0.0,0.256,0.744,0
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
constantconstance92,see mom looking dont want get guy like,9,"['see', 'mom', 'looking', 'dont', 'want', 'get', 'guy', 'like']",0.126,0.617,0.257,1
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,yeah oh wel,9,"['yeah', 'oh', 'wel']",0.0,0.476,0.524,0
army_dude1982,cant stop,10,"['cant', 'stop']",0.0,0.346,0.654,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,dont know,9,"['dont', 'know']",0.0,1.0,0.0,0
constantconstance92,want take action,9,"['want', 'take', 'action']",0.0,0.606,0.394,0
army_dude1982,shes usualy busy working know,10,"['shes', 'usualy', 'busy', 'working', 'know']",0.0,1.0,0.0,0
constantconstance92,oc oc,9,"['oc', 'oc']",0.0,1.0,0.0,0
constantconstance92,found one pic,9,"['found', 'one', 'pic']",0.0,1.0,0.0,0
constantconstance92,whats email,9,"['whats', 'email']",0.0,1.0,0.0,0
army_dude1982,armydude1982 yahoocom,10,"['armydude1982', 'yahoocom']",0.0,1.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
constantconstance92,ok sent,9,"['ok', 'sent']",0.0,0.312,0.688,0
army_dude1982,ok,10,['ok'],0.0,0.0,1.0,0
constantconstance92,cute,9,['cute'],0.0,0.0,1.0,0
army_dude1982,time mom get today,10,"['time', 'mom', 'get', 'today']",0.0,1.0,0.0,0
constantconstance92,6,9,['6'],0.0,0.0,0.0,0
constantconstance92,dont get 5,9,"['dont', 'get', '5']",0.0,1.0,0.0,0
army_dude1982,ok,10,['ok'],0.0,0.0,1.0,0
constantconstance92,work sat,9,"['work', 'sat']",0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
army_dude1982,saying,10,['saying'],0.0,1.0,0.0,0
army_dude1982,want saturday,10,"['want', 'saturday']",0.0,0.435,0.565,0
constantconstance92,sur,9,['sur'],0.0,1.0,0.0,0
army_dude1982,could make,10,"['could', 'make']",0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
constantconstance92,want,9,['want'],0.0,0.0,1.0,0
constantconstance92,want,9,['want'],0.0,0.0,1.0,0
army_dude1982,duno,10,['duno'],0.0,1.0,0.0,0
constantconstance92,fun mebee,9,"['fun', 'mebee']",0.0,0.233,0.767,0
army_dude1982,oh fun,10,"['oh', 'fun']",0.0,0.233,0.767,0
constantconstance92,kewl,9,['kewl'],0.0,0.0,1.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,could come,10,"['could', 'come']",0.0,1.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,mom get work,10,"['mom', 'get', 'work']",0.0,1.0,0.0,0
constantconstance92,6,9,['6'],0.0,0.0,0.0,0
constantconstance92,time go,9,"['time', 'go']",0.0,1.0,0.0,0
army_dude1982,6,10,['6'],0.0,0.0,0.0,0
constantconstance92,work 12 hr shift,9,"['work', '12', 'hr', 'shift']",0.0,1.0,0.0,0
army_dude1982,oh,10,['oh'],0.0,1.0,0.0,0
constantconstance92,time want see,9,"['time', 'want', 'see']",0.0,0.606,0.394,0
army_dude1982,duno,10,['duno'],0.0,1.0,0.0,0
army_dude1982,sleep late usualy,10,"['sleep', 'late', 'usualy']",0.0,1.0,0.0,0
constantconstance92,ill online let know,9,"['ill', 'online', 'let', 'know']",0.483,0.517,0.0,1
army_dude1982,ok,10,['ok'],0.0,0.0,1.0,0
constantconstance92,get earlier,9,"['get', 'earlier']",0.0,1.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,yes,9,['yes'],0.0,0.0,1.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,ohh,10,['ohh'],0.0,1.0,0.0,0
constantconstance92,wont get trouble,9,"['wont', 'get', 'trouble']",0.0,0.47,0.53,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,dont wanta get troubl either,9,"['dont', 'wanta', 'get', 'troubl', 'either']",0.0,1.0,0.0,0
constantconstance92,aint crazy,9,"['aint', 'crazy']",0.0,0.329,0.671,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,anint telling anybody well key poeple first,9,"['anint', 'telling', 'anybody', 'well', 'key', 'poeple', 'first']",0.0,0.741,0.259,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,ever made anyone,10,"['ever', 'made', 'anyone']",0.0,1.0,0.0,0
army_dude1982,yes,10,['yes'],0.0,0.0,1.0,0
constantconstance92,many,9,['many'],0.0,1.0,0.0,0
constantconstance92,2,9,['2'],0.0,0.0,0.0,0
constantconstance92,ahh,9,['ahh'],0.0,1.0,0.0,0
army_dude1982,old,10,['old'],0.0,1.0,0.0,0
constantconstance92,17 19,9,"['17', '19']",0.0,1.0,0.0,0
army_dude1982,didnt anything else,10,"['didnt', 'anything', 'else']",0.0,1.0,0.0,0
army_dude1982,nope,10,['nope'],0.0,1.0,0.0,0
constantconstance92,well touching,9,"['well', 'touching']",0.0,0.323,0.677,0
army_dude1982,stuff,10,['stuff'],0.0,1.0,0.0,0
constantconstance92,like stuff,9,"['like', 'stuff']",0.0,0.286,0.714,0
army_dude1982,boob,10,['boob'],0.0,1.0,0.0,0
army_dude1982,touchin em,10,"['touchin', 'em']",0.0,1.0,0.0,0
constantconstance92,touching,9,['touching'],0.0,1.0,0.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,touched yes,9,"['touched', 'yes']",0.0,0.27,0.73,0
constantconstance92,touch anything else,9,"['touch', 'anything', 'else']",0.0,1.0,0.0,0
constantconstance92,tried,9,['tried'],0.0,1.0,0.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,scared,9,['scared'],1.0,0.0,0.0,1
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
constantconstance92,want,9,['want'],0.0,0.0,1.0,0
army_dude1982,yes,10,['yes'],0.0,0.0,1.0,0
constantconstance92,want,9,['want'],0.0,0.0,1.0,0
army_dude1982,iwanted scared would get troulbe,10,"['iwanted', 'scared', 'would', 'get', 'troulbe']",0.42,0.58,0.0,1
constantconstance92,scared still,9,"['scared', 'still']",0.744,0.256,0.0,1
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,going let,9,"['going', 'let']",0.0,1.0,0.0,0
army_dude1982,fun yeah,10,"['fun', 'yeah']",0.0,0.0,1.0,0
army_dude1982,tole,10,['tole'],0.0,1.0,0.0,0
constantconstance92,make fun,9,"['make', 'fun']",0.0,0.233,0.767,0
army_dude1982,kewl,10,['kewl'],0.0,0.0,1.0,0
constantconstance92,shave,9,['shave'],0.0,1.0,0.0,0
army_dude1982,ah,10,['ah'],0.0,1.0,0.0,0
constantconstance92,leg yes,9,"['leg', 'yes']",0.0,0.27,0.73,0
army_dude1982,ever wanted,10,"['ever', 'wanted']",0.0,1.0,0.0,0
constantconstance92,arm,9,['arm'],0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,funner,10,['funner'],0.0,0.0,1.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,ill try,10,"['ill', 'try']",0.737,0.263,0.0,1
constantconstance92,shave,9,['shave'],0.0,1.0,0.0,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,ill try,10,"['ill', 'try']",0.737,0.263,0.0,1
constantconstance92,waht cut,9,"['waht', 'cut']",0.677,0.323,0.0,1
constantconstance92,lol,9,['lol'],0.0,0.0,1.0,0
army_dude1982,shave,10,['shave'],0.0,1.0,0.0,0
constantconstance92,sure,9,['sure'],0.0,0.0,1.0,0
constantconstance92,wont cut,9,"['wont', 'cut']",0.0,0.355,0.645,0
army_dude1982,nope,10,['nope'],0.0,1.0,0.0,0
constantconstance92,wont cut,9,"['wont', 'cut']",0.0,0.355,0.645,0
constantconstance92,kewl,9,['kewl'],0.0,0.0,1.0,0
constantconstance92,get early time,9,"['get', 'early', 'time']",0.0,1.0,0.0,0
army_dude1982,ok,10,['ok'],0.0,0.0,1.0,0
army_dude1982,ill set clock,10,"['ill', 'set', 'clock']",0.583,0.417,0.0,1
constantconstance92,time,9,['time'],0.0,1.0,0.0,0
constantconstance92,duno,9,['duno'],0.0,1.0,0.0,0
army_dude1982,10 12,10,"['10', '12']",0.0,1.0,0.0,0
army_dude1982,dont shower,10,"['dont', 'shower']",0.0,1.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,thinking 8 9,10,"['thinking', '8', '9']",0.0,1.0,0.0,0
constantconstance92,dang ok,9,"['dang', 'ok']",0.0,0.312,0.688,0
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,thats ok,10,"['thats', 'ok']",0.0,0.312,0.688,0
constantconstance92,9,9,['9'],0.0,0.0,0.0,0
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
army_dude1982,going tell get,10,"['going', 'tell', 'get']",0.0,1.0,0.0,0
constantconstance92,yeah,9,['yeah'],0.0,0.0,1.0,0
army_dude1982,ill find map,10,"['ill', 'find', 'map']",0.583,0.417,0.0,1
constantconstance92,tell sat,9,"['tell', 'sat']",0.0,1.0,0.0,0
army_dude1982,ok,10,['ok'],0.0,0.0,1.0,0
constantconstance92,need go,9,"['need', 'go']",0.0,1.0,0.0,0
constantconstance92,got chore,9,"['got', 'chore']",0.0,1.0,0.0,0
army_dude1982,homework,10,['homework'],0.0,1.0,0.0,0
army_dude1982,ok talk saturday mourning,10,"['ok', 'talk', 'saturday', 'mourning']",0.408,0.282,0.31,1
constantconstance92,ok,9,['ok'],0.0,0.0,1.0,0
constantconstance92,thinking,9,['thinking'],0.0,1.0,0.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,huggs,9,['huggs'],0.0,1.0,0.0,0
constantconstance92,huggs,9,['huggs'],0.0,1.0,0.0,0
constantconstance92,hey girl,9,"['hey', 'girl']",0.0,1.0,0.0,0
constantconstance92,heya,9,['heya'],0.0,1.0,0.0,0
army_dude1982,,10,[],0.0,0.0,0.0,0
constantconstance92,good,9,['good'],0.0,0.0,1.0,0
army_dude1982,i am ok,10,"['i am', 'ok']",0.0,0.312,0.688,0
army_dude1982,night,10,['night'],0.0,1.0,0.0,0
constantconstance92,boring,9,['boring'],1.0,0.0,0.0,1
constantconstance92,,9,[],0.0,0.0,0.0,0
army_dude1982,werent,10,['werent'],0.0,1.0,0.0,0
army_dude1982,lol,10,['lol'],0.0,0.0,1.0,0
constantconstance92,awww,9,['awww'],0.0,1.0,0.0,0
army_dude1982,want cum get,10,"['want', 'cum', 'get']",0.0,0.606,0.394,0
constantconstance92,wish,9,['wish'],0.0,0.0,1.0,0
army_dude1982,cant tonight,10,"['cant', 'tonight']",0.0,1.0,0.0,0
army_dude1982,mom home,10,"['mom', 'home']",0.0,1.0,0.0,0
constantconstance92,oh,9,['oh'],0.0,1.0,0.0,0
