NameId,Text,nid
audavideo, me r u?,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, u,25
audavideo, Im flabby,24
audavideo, lol,24
audavideo, ur not,24
anni_anni_bobanni, yes I am,25
audavideo, I got a dough boy tummy,24
audavideo, hee hee,24
audavideo, lol like on tv,24
anni_anni_bobanni, then ur a teddy bear,25
anni_anni_bobanni, yep,25
audavideo, yep,24
audavideo, fuzzy too,24
audavideo, lol u r ,24
anni_anni_bobanni, u got that gotee,25
anni_anni_bobanni, yep,25
audavideo, fuzzy wuzzy davy,24
anni_anni_bobanni, lol,25
audavideo, I have chest hair too,24
audavideo, a lot?,24
anni_anni_bobanni, thats what I was talking about,25
audavideo, no,24
audavideo, just enough,24
audavideo, well some guys got a lot huh,24
anni_anni_bobanni, ya,25
audavideo, it depends on what you prefer actually,24
audavideo, huh,24
anni_anni_bobanni, some chicks dont like body hair at all,25
audavideo, o i think its masculen,24
anni_anni_bobanni, umm its not like a rug is it,25
anni_anni_bobanni, like up ur neck?,25
anni_anni_bobanni, no,25
audavideo, there was a guy at the beach once,24
anni_anni_bobanni, yuk,25
anni_anni_bobanni, he looked all,25
anni_anni_bobanni, lol,25
audavideo, I keep it from growing up my neck,24
audavideo, chewbacca?,24
audavideo, huh,24
anni_anni_bobanni, o from starwars ,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, ya,25
anni_anni_bobanni, lol,25
audavideo, worse,24
anni_anni_bobanni, omg,25
audavideo, lol,24
audavideo, like Robin Williams,24
audavideo, umm,24
anni_anni_bobanni, that dude is hairy,25
audavideo, i havent seen him without a shirt,24
anni_anni_bobanni, is he,25
anni_anni_bobanni, ya,25
audavideo, carpet,24
audavideo, lol,24
audavideo, o dang,24
anni_anni_bobanni, ur hair is like his?,25
anni_anni_bobanni, no no,25
audavideo, geez,24
audavideo, wow,24
audavideo, I'd need a lawn mower,24
audavideo, ok,24
anni_anni_bobanni, lol whew,25
anni_anni_bobanni," lol, why? you planning on seeing me without my shirt on?",25
audavideo, ummm ,24
anni_anni_bobanni, no plans ,25
anni_anni_bobanni, umm,25
anni_anni_bobanni, ,25
anni_anni_bobanni," aww your cute, and I'd love to but you know",25
audavideo, i no were just frenz,24
anni_anni_bobanni, >,25
audavideo, >,24
anni_anni_bobanni, so do you have this week off for thanksgiving?,25
audavideo, why,24
anni_anni_bobanni, just wondering?,25
audavideo, lol,24
anni_anni_bobanni, lol what why do you thinkn I asked?,25
audavideo, rephrase,24
audavideo," lol, what? why do you think I asked",24
audavideo, ?,24
audavideo, were off wednesday,24
anni_anni_bobanni, cool,25
audavideo, only 2 days this week,24
anni_anni_bobanni, just wed and thurs?,25
audavideo, oh just two days of school,24
audavideo, cool,24
audavideo, and friday and sat and sun LOL,24
anni_anni_bobanni, cool,25
audavideo, any plans?,24
audavideo, were going to my uncles house in boca,24
anni_anni_bobanni, cool,25
audavideo, gonna eat you some turkey,24
audavideo, my mom doens thave to work,24
anni_anni_bobanni, ya,25
anni_anni_bobanni, u gotta work?,25
anni_anni_bobanni, cool,25
audavideo, no,24
audavideo, I have no idea what Im going to do though,24
audavideo, u off all week??,24
anni_anni_bobanni, not really,25
audavideo, I'll go in and work on paperwork,24
audavideo, yuk,24
anni_anni_bobanni, rewrite some of the lessons,25
audavideo," re-do the mid term, the final and the lab tests",24
audavideo, yuk x 2,24
anni_anni_bobanni, lol,25
audavideo, ya,24
audavideo, lots of borong stuff,24
audavideo, boring,24
audavideo, awwww,24
anni_anni_bobanni, so are there any cute guys in your class?,25
audavideo, huh,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, ya,25
anni_anni_bobanni, you have a crush on any of them?,25
audavideo, why u want to meet them,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, lol,25
audavideo, no1 i like ever likes me back,24
anni_anni_bobanni," no, Im trying to hook you up",25
audavideo, you like everyone,24
audavideo, huh,24
anni_anni_bobanni, and they like you back?,25
audavideo, i do not,24
anni_anni_bobanni, no,25
anni_anni_bobanni, the ones i think rcute,25
anni_anni_bobanni, r the ones who DONt think i am,25
anni_anni_bobanni, Im trying to figure out what you said a sec ago,25
audavideo, lol,24
anni_anni_bobanni, i ,25
anni_anni_bobanni, like,25
anni_anni_bobanni, oh oh oh,25
audavideo, some,24
anni_anni_bobanni, but,25
anni_anni_bobanni, I get it,25
audavideo, they,24
anni_anni_bobanni, dont,25
anni_anni_bobanni, like,25
anni_anni_bobanni, me back,25
anni_anni_bobanni, ok,25
anni_anni_bobanni, sheesh,25
anni_anni_bobanni," lol, thanks for slowing it",25
audavideo, down,24
audavideo, for,24
audavideo, m,24
audavideo, no,24
anni_anni_bobanni, e,25
audavideo, p,24
anni_anni_bobanni, r,25
anni_anni_bobanni, o,25
anni_anni_bobanni, b,25
anni_anni_bobanni, l,25
anni_anni_bobanni, e,25
anni_anni_bobanni, m,25
anni_anni_bobanni, lol,25
audavideo, lol,24
anni_anni_bobanni, do you do sign language?,25
audavideo, no,24
anni_anni_bobanni, i read lips ,25
anni_anni_bobanni, cool,25
audavideo, i started skool when i was like 8,24
anni_anni_bobanni, can you read what these are saying?,25
audavideo, ,24
audavideo, aww,24
anni_anni_bobanni, ya,25
anni_anni_bobanni, but i cant rpeete it,25
anni_anni_bobanni, cuz ud get in trubbl,25
anni_anni_bobanni," wow, did I say something dirty?",25
audavideo, lol no,24
anni_anni_bobanni, ,25
audavideo, remeber ur to old,24
anni_anni_bobanni, n im to young,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, I know I know,25
audavideo, darn darn danr,24
audavideo, *darn,24
audavideo, lol,24
audavideo, i wouldn tell,24
anni_anni_bobanni, and double darn,25
audavideo, but i dont wanna get u in trubbl,24
anni_anni_bobanni, people have a way of finding things out,25
audavideo, ya,24
anni_anni_bobanni, ud go tell all ur freenz about me,25
anni_anni_bobanni, lol,25
audavideo, guys do that,24
anni_anni_bobanni, no,25
audavideo, lol,24
audavideo, your mom would ask you where you've been,24
audavideo, depends,24
anni_anni_bobanni, youd get all nervous,25
audavideo, if she dont no ive been out then no,24
anni_anni_bobanni, she would know you're lying,25
audavideo, lol,24
anni_anni_bobanni, lol,25
audavideo, she works swings,24
anni_anni_bobanni, well it cant hurt for you to tell me what you read into this ,25
audavideo, u wann akiss me,24
anni_anni_bobanni, what does this mean to you miss lip reader ,25
audavideo, u wanna kiss me agin,24
anni_anni_bobanni, lol,25
audavideo, oh no!,24
audavideo, felony,24
audavideo, Ive been caught red lipped,24
audavideo, LOL,24
anni_anni_bobanni, was i rite?,25
anni_anni_bobanni, sure,25
audavideo, well i bet u can read this,24
anni_anni_bobanni, ;;),25
anni_anni_bobanni, yes I can,25
audavideo, the blinks are morse code,24
audavideo, for,24
audavideo, lol,24
anni_anni_bobanni, beep,25
audavideo, oh,24
anni_anni_bobanni, beep beep,25
audavideo, huh,24
anni_anni_bobanni, beeeeeeeep,25
audavideo, lol,24
audavideo, which means,24
audavideo, I like you alot,24
audavideo, am I right?,24
audavideo, ummm,24
anni_anni_bobanni, ya,25
anni_anni_bobanni, but dont tell any1,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, was there more to it than that?,25
audavideo, ummm,24
anni_anni_bobanni, no,25
anni_anni_bobanni, whens your birthday?,25
audavideo, august 20,24
anni_anni_bobanni, so you just turned 14 then,25
audavideo, 3 moths ago,24
anni_anni_bobanni, ya,25
audavideo, not just,24
anni_anni_bobanni, lol,25
audavideo, I think 16 is age of consent in Fl,24
audavideo, huh,24
anni_anni_bobanni, the age when it is no longer illegal to have sex,25
audavideo, that cant b rite,24
anni_anni_bobanni, stepehen didnt get arested,25
anni_anni_bobanni," ya, it doesnt sound right to me either",25
audavideo, lol,24
audavideo, thats a different story,24
audavideo, y,24
anni_anni_bobanni, you're bother under age,25
audavideo, huh,24
anni_anni_bobanni, its only a problem when its one person over the limit,25
audavideo, having sex with someone under the limit,24
audavideo, oh,24
anni_anni_bobanni, did you tell someone that you and stephen had sex?,25
audavideo, just my gf,24
anni_anni_bobanni, my mom doesnt no,25
anni_anni_bobanni, cool,25
audavideo, stephen wouldnt get arrested,24
audavideo, she liedk stephen,24
anni_anni_bobanni, ok ,25
anni_anni_bobanni, Im sure your parents would be upset,25
audavideo, but thats it,24
audavideo, o u no my dad dont care,24
anni_anni_bobanni, my mom wants me to have a bf lol,25
anni_anni_bobanni, she was mad when we broke up,25
anni_anni_bobanni, whyd you break up?,25
audavideo, he said i was a baby,24
anni_anni_bobanni, awww,25
audavideo, i acted like a baby,24
anni_anni_bobanni, he dint want to b seen with a baby,25
anni_anni_bobanni, I wouldnt say things like that to you,25
audavideo, i no cuz ur nice,24
anni_anni_bobanni, u no,25
anni_anni_bobanni, he wasnt ever relly nice to me,25
anni_anni_bobanni, when we were going out,25
anni_anni_bobanni, awww,25
audavideo, Im sorry,24
audavideo, he didnt care what i wanted to do,24
anni_anni_bobanni, he was cute tho,25
anni_anni_bobanni, although I know our age difference would cause some difficulties,25
audavideo, o wiht other ppl,24
anni_anni_bobanni, maybe with us too,25
audavideo, o ,24
anni_anni_bobanni, i guess ur rite,25
anni_anni_bobanni, just being realistic,25
audavideo, ya,24
anni_anni_bobanni, i no,25
anni_anni_bobanni, I might say something that would seem like Im talking down to you,25
audavideo, i no its a prob,24
anni_anni_bobanni, u do that?,25
anni_anni_bobanni, to girls?,25
anni_anni_bobanni, no no,25
audavideo, I dont,24
audavideo, maybe its cuz ur such a geek,24
anni_anni_bobanni, ,25
anni_anni_bobanni, I treat everyone like they are royalty,25
audavideo, lol,24
audavideo, ;),24
anni_anni_bobanni, yep,25
audavideo, but ur awful cute 4 a geek,24
anni_anni_bobanni, n nice,25
anni_anni_bobanni, I've already said stuff to you that sounded like your teachers,25
audavideo, ya u been nice to me,24
anni_anni_bobanni, thats cuz u R 1,25
anni_anni_bobanni, lol true,25
audavideo, duh,24
anni_anni_bobanni, lol,25
audavideo, Im a dumb teacher,24
audavideo, lol,24
audavideo, u talk about stuff i dont understand,24
anni_anni_bobanni, durrrr,25
audavideo, thats what Im talking about,24
audavideo, BUT,24
audavideo, thats good,24
audavideo, idk about that stuff,24
anni_anni_bobanni, you get to learn,25
audavideo, why is it,24
anni_anni_bobanni, broaden your horizons,25
audavideo, lol,24
audavideo, *gag*,24
anni_anni_bobanni, see?,25
audavideo, ur doing it again,24
anni_anni_bobanni, Im sounding like an adult,25
audavideo, like a boring 1,24
anni_anni_bobanni, thats what IM talking about,25
audavideo, lol,24
anni_anni_bobanni, other adults wanna talk about that??,25
anni_anni_bobanni, i mean regular adults,25
anni_anni_bobanni, lol,25
audavideo, not ones u work with,24
anni_anni_bobanni, lol,25
audavideo," ya, those guys are weird",24
audavideo, hahaha,24
audavideo, those guys??????????????????,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, o ur mad,25
anni_anni_bobanni, dont b,25
anni_anni_bobanni, Im not trying to be boring,25
audavideo, lol,24
anni_anni_bobanni, Im not mad,25
audavideo, well u got a cool car,24
anni_anni_bobanni, and u did cool stuff,25
anni_anni_bobanni, Im trying to figure out where to take this conversation,25
audavideo, ?,24
anni_anni_bobanni, to make it not boring,25
audavideo, what do you wanna talk about?,24
audavideo, ok,24
anni_anni_bobanni, u got sisters n brothers?,25
anni_anni_bobanni, yep,25
audavideo, one of each,24
audavideo, Im the oldest,24
audavideo, u the baby,24
anni_anni_bobanni, oh,25
anni_anni_bobanni, nope,25
audavideo, whats there names,24
anni_anni_bobanni, Kim,25
audavideo, Kyle,24
audavideo, ok,24
anni_anni_bobanni, my mom likes K names,25
audavideo, ur from new hamshere?,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, but ur names david,25
anni_anni_bobanni, ur name really karl?,25
anni_anni_bobanni," if my dad didnt have his way, my name would be Karl",25
audavideo, lol,24
audavideo, whoa,24
audavideo, wow,24
anni_anni_bobanni, esp,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, get outta my head,25
audavideo, lol,24
audavideo, dang,24
anni_anni_bobanni, and into my car,25
audavideo, lol,24
anni_anni_bobanni, ok,25
anni_anni_bobanni, lol,25
audavideo, oops,24
anni_anni_bobanni, no oops,25
audavideo, you're driving remember,24
audavideo, yay!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,24
anni_anni_bobanni, ,25
anni_anni_bobanni, you like being in control?,25
audavideo, i like driving,24
anni_anni_bobanni, or,25
anni_anni_bobanni, i think i will,25
anni_anni_bobanni, lol,25
audavideo, ok,24
anni_anni_bobanni, ur from new hamshere,25
anni_anni_bobanni, whyd u comehere,25
anni_anni_bobanni, bsides skool,25
anni_anni_bobanni," yep, you should coach there, lots of hampsters",25
audavideo, hyuck,24
audavideo, lol,24
audavideo, yuk yuk,24
anni_anni_bobanni, new hampster,25
audavideo, lol,24
audavideo, got it lol,24
anni_anni_bobanni, stupid joke,25
audavideo, u aming funa charles?,24
anni_anni_bobanni, making,25
anni_anni_bobanni, hes the smarteset hamster eva,25
anni_anni_bobanni, I came back to teach at the school I went to,25
audavideo, how many hampsters you have?,24
audavideo, ok but y u come here to start,24
anni_anni_bobanni, just charles,25
anni_anni_bobanni, the first time was to come to school,25
audavideo, why here,24
anni_anni_bobanni, because its the only school that offers the degree I wanted,25
audavideo, they got no skools in new hamshere,24
anni_anni_bobanni, oh ok,25
anni_anni_bobanni, u like it here?,25
anni_anni_bobanni, and the only one that does it in such short a period,25
audavideo, Im OK with it here,24
audavideo, but I miss home,24
audavideo, just ok?,24
anni_anni_bobanni, ooooh poor davy,25
anni_anni_bobanni, u miss ur family,25
anni_anni_bobanni, Id be happier if I liked my job better,25
audavideo, why dont u go out on those ships agin?,24
anni_anni_bobanni," no, I miss the seasons",25
audavideo, I miss the rugged terrain,24
audavideo, u like the snow?,24
anni_anni_bobanni, the forests,25
audavideo, huh,24
anni_anni_bobanni, the trees,25
audavideo, oh,24
anni_anni_bobanni, the snow,25
audavideo, the mountains,24
audavideo, they got snow there now?,24
anni_anni_bobanni, maybe in parts,25
audavideo, it usually doesnt snow where I'm from until after thanksgiving,24
audavideo, ok,24
anni_anni_bobanni, the only place i heard a there is concord,25
anni_anni_bobanni, my gfs grandma lives there,25
anni_anni_bobanni, they go there 4 christmas,25
anni_anni_bobanni, thats the state capital,25
audavideo, oh ok,24
anni_anni_bobanni, and its a great plcae for christmas,25
audavideo, y,24
anni_anni_bobanni, so picturesque,25
audavideo, huh,24
anni_anni_bobanni, o pretty,25
anni_anni_bobanni, everywhere you look is like the pictures you see of winter and christmas,25
audavideo, o cool,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, cold,25
anni_anni_bobanni, you never see pictures of palm trees and beaches for christmas right?,25
audavideo, umm ya,24
anni_anni_bobanni," lol, I guess down here",25
audavideo, like santa the day after chrsitmas,24
anni_anni_bobanni, christmas cards,25
anni_anni_bobanni, santa on a jetski,25
anni_anni_bobanni, well since you grew up with it like that I guess its normal to you,25
audavideo, ya,24
anni_anni_bobanni, anyway,25
audavideo, christmas to me is fireplaces,24
audavideo, snowflakes,24
audavideo, wow that sounds awesome,24
anni_anni_bobanni, warm glow of the fire and the twinkly lights of the tree,25
audavideo, hey ig1g help with dinner,24
anni_anni_bobanni, g2g lol,25
anni_anni_bobanni, ok,25
audavideo, maybe ttyl?,24
anni_anni_bobanni, sure,25
audavideo, >,24
audavideo, >,24
anni_anni_bobanni, david u there?,25
anni_anni_bobanni, yep,25
audavideo, o cool,24
anni_anni_bobanni, hiding from me huh,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, if ur busy ill ttyl,25
anni_anni_bobanni, no,25
audavideo, sorry,24
audavideo, whats up,24
audavideo, k,24
anni_anni_bobanni, how was dinner?,25
audavideo, nutting,24
anni_anni_bobanni, ok,25
anni_anni_bobanni, hot dogs ,25
anni_anni_bobanni, i ahd to wash dishes,25
anni_anni_bobanni, lol,25
audavideo, all that katchup,24
audavideo, and bun crumbs,24
audavideo," lol, you little bun crumb",24
audavideo, awww,24
anni_anni_bobanni, am I your weiner? (ewwwww),25
audavideo, ummm bun crumb?,24
anni_anni_bobanni, lol,25
audavideo, it sounded cute,24
audavideo, awwwwwwwwwwwwwwwwBAD david,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, oops,25
audavideo, you're making me hungry,24
audavideo, I should go cook something,24
audavideo, ya u should,24
anni_anni_bobanni, bun crumbs and katchup,25
audavideo, mmmmm,24
audavideo, u got hot dogs in ur fridge?,24
anni_anni_bobanni," lol, no",25
audavideo, I have tuna steaks,24
audavideo, and hamburg,24
audavideo, Im tossed between cooking tacos,24
audavideo, ok,24
anni_anni_bobanni, thats cool,25
anni_anni_bobanni, or something oriental,25
audavideo, mmmm tacos,24
anni_anni_bobanni, lol,25
audavideo, you had hot dogs I'll have tacos hmmmmm,24
audavideo, ??,24
anni_anni_bobanni, sexual inuendos abound,25
audavideo, lol,24
audavideo, that sounds weird,24
anni_anni_bobanni, oh,25
anni_anni_bobanni, ok,25
anni_anni_bobanni, lol,25
audavideo, I should cook the tuna though,24
audavideo, ya think,24
anni_anni_bobanni, they've been in the fridge longer,25
audavideo, eeeeeeeew,24
anni_anni_bobanni, no,25
audavideo, I freeze my meat,24
audavideo, lol,24
audavideo, dang ,24
anni_anni_bobanni, lol makes it harder,25
audavideo, i no ur saying something bad i just dont get it,24
anni_anni_bobanni, hahahahaha,25
audavideo, I took the tuna out of the freezer earlier than the hamburg,24
audavideo, so Im gonna cook the tuna first,24
audavideo," you didnt get the hot dog, taco thing did you?",24
audavideo, um the hot dog ya,24
anni_anni_bobanni, the female area is known as a taco (now begins the sexual instruction),25
audavideo, o,24
anni_anni_bobanni, umm,25
anni_anni_bobanni, why,25
anni_anni_bobanni, ummm cuz its like a taco shell,25
audavideo, o n/m,24
anni_anni_bobanni, o geezzzzzz,25
anni_anni_bobanni," ya, its stupid",25
audavideo, I know,24
audavideo, i dont get it,24
anni_anni_bobanni, like a taco shell??,25
anni_anni_bobanni, ya in a wierd way,25
audavideo, umm,24
anni_anni_bobanni, the slit is like the opening of the taco shell,25
audavideo, o dang,24
anni_anni_bobanni, ,25
anni_anni_bobanni," ya, its gross. sorry",25
audavideo, u think it looks like that???,24
anni_anni_bobanni, not really,25
audavideo, o geeez,24
anni_anni_bobanni, lol,25
audavideo, Im not the one that came up with it,24
audavideo, ok i no,24
anni_anni_bobanni, anyway,25
audavideo, so what are you up to?,24
audavideo, putting away laundry,24
anni_anni_bobanni, almost done,25
anni_anni_bobanni, getting ready for skool,25
anni_anni_bobanni, cool,25
audavideo, no,24
anni_anni_bobanni, its not,25
anni_anni_bobanni, lol,25
audavideo, its someting,24
audavideo, better than doing nothing,24
audavideo, being bored and lonely,24
audavideo, awwwwwwww,24
anni_anni_bobanni, ,25
audavideo, ,24
anni_anni_bobanni, ,25
audavideo, r u bored n lonely?,24
anni_anni_bobanni, u have a great life,25
anni_anni_bobanni, yes,25
audavideo, but why,24
anni_anni_bobanni, ur so cool,25
anni_anni_bobanni, u done so much ,25
anni_anni_bobanni, u been everywhere,25
anni_anni_bobanni, I know,25
audavideo, but always alone,24
audavideo, oh thats so sad,24
anni_anni_bobanni, it could be worse I guess,25
audavideo, i feel bad 4 u\,24
anni_anni_bobanni, you dont have to,25
audavideo, I'm just silly for sitting in here looking for people to hang out with,24
audavideo, no ur not,24
anni_anni_bobanni, thanks,25
audavideo, hey there,24
audavideo,,24
(here, wow,26
anni_anni_bobanni, wow?,25
audavideo, what?,24
audavideo, look at the screen,24
anni_anni_bobanni, look up,25
anni_anni_bobanni, hey!!,25
anni_anni_bobanni, ,25
anni_anni_bobanni, smile,25
anni_anni_bobanni, o dang,25
anni_anni_bobanni, ur so cute!!!!,25
anni_anni_bobanni, in person,25
anni_anni_bobanni, ,25
audavideo, Its hard to type and look directly at the cam,24
audavideo, o ur pix are crap!!!!,24
anni_anni_bobanni, u look so much better here!!,25
anni_anni_bobanni, what?,25
audavideo, oh,24
audavideo, lol,24
audavideo, thank you,24
audavideo, OMG,24
anni_anni_bobanni, wow are you going to be ok over there?,25
audavideo, ,24
anni_anni_bobanni, im sorry,25
anni_anni_bobanni, dont be sorry,25
audavideo, Im glad you like what you see,24
audavideo, can u move the light?,24
anni_anni_bobanni, so i can see u better,25
anni_anni_bobanni, one sec,25
audavideo, better?,24
audavideo, ooooooooooooooooooooh yes,24
anni_anni_bobanni, lol,25
audavideo, now you know how I move,24
audavideo, and that I need to smile more,24
audavideo, o ur gotee is so,24
anni_anni_bobanni, o geez,25
anni_anni_bobanni, its just rite,25
anni_anni_bobanni, thaks,25
audavideo, ya u should smile more,24
anni_anni_bobanni, I try to take care of it,25
audavideo, sorry,24
audavideo, its the way my face sits,24
audavideo, no its gooood,24
anni_anni_bobanni, thanks,25
audavideo, just know that I'm happy,24
audavideo, and Im not mad,24
audavideo, what,24
anni_anni_bobanni, oh ok,25
anni_anni_bobanni, people think Im always mad,25
audavideo, no u look like a pirate,24
anni_anni_bobanni, arrgh,25
anni_anni_bobanni, lol,25
audavideo, rrrrrgh,24
audavideo, can i tell u something and u wont laff,24
anni_anni_bobanni, I'll do my best not to laugh,25
audavideo, ur head is so round,24
anni_anni_bobanni, and perfect,25
anni_anni_bobanni, thanks,25
audavideo, thats flattering,24
audavideo, soemtimes u see guys who shave there heads and its like o geez ya sgouldnt do that,24
anni_anni_bobanni, they got pointy heads,25
anni_anni_bobanni, lol,25
audavideo, yep,24
audavideo, or weird scars,24
anni_anni_bobanni, or there ears stick out,25
anni_anni_bobanni, well I have one or two of those,25
audavideo, urs dont stick out,24
anni_anni_bobanni, thats why I shaved it in the first place,25
audavideo, o scars,24
anni_anni_bobanni, scars?,25
anni_anni_bobanni, a couple,25
audavideo, they're not bad,24
audavideo, i dont c them,24
anni_anni_bobanni, thats good,25
audavideo, lol,24
anni_anni_bobanni, they're small,25
audavideo, i bet u were real cute when you wer young,24
anni_anni_bobanni, i mean younger ,25
anni_anni_bobanni, I had alot of hair,25
audavideo, thats not what i mean,24
anni_anni_bobanni, ur cute now,25
anni_anni_bobanni, I know,25
audavideo, but i bet u were then to,24
anni_anni_bobanni, I knew what you were saying,25
audavideo, Im not like one of those people that takes things all wrong,24
audavideo, ok,24
anni_anni_bobanni, I hate when people do that,25
audavideo, they dont think about what you say,24
audavideo, and assume you meant it in the worst way,24
audavideo, i hate when guys grow there ahir real long then come it over on top,24
anni_anni_bobanni, lol,25
audavideo, thats stupid,24
anni_anni_bobanni, u should see my baby pix,25
anni_anni_bobanni, i got a ponty head,25
anni_anni_bobanni, and no hair,25
anni_anni_bobanni, lol,25
audavideo, eeeeeeeeeeew,24
anni_anni_bobanni, we all kinda had pointy heads,25
audavideo, well mine was bad,24
anni_anni_bobanni, awww,25
audavideo, you turned out cuter than a button though,24
audavideo, aww ty,24
anni_anni_bobanni, u did to,25
anni_anni_bobanni, thanks,25
audavideo, weell not a button,24
anni_anni_bobanni, cute as a ,25
anni_anni_bobanni, idk,25
anni_anni_bobanni, just cute,25
anni_anni_bobanni, lol,25
audavideo, thanks,24
audavideo," so when you say you wouldnt tell on me, are you saying you'd have sex with me? (dang, smooth transition ...NOT)",24
audavideo, um,24
anni_anni_bobanni, u no i only had 1 bf,25
anni_anni_bobanni, you dont have to answer that,25
audavideo, I shouldnt have asked,24
audavideo, its ok,24
anni_anni_bobanni, im blushing,25
anni_anni_bobanni, im all hot,25
anni_anni_bobanni, its ok,25
anni_anni_bobanni, you know what I do to blushes?,25
audavideo, um no,24
anni_anni_bobanni, kiss em ,25
audavideo, know why?,24
audavideo, o geez,24
anni_anni_bobanni, no,25
anni_anni_bobanni, makes you blush more,25
audavideo, ,24
anni_anni_bobanni, more blushes,25
audavideo, more kisses,24
audavideo, perpertual,24
audavideo, endless,24
audavideo," genius, no?",24
audavideo, my face is warm,24
anni_anni_bobanni, david,25
anni_anni_bobanni, umm,25
anni_anni_bobanni, idk what 2 say,25
anni_anni_bobanni, thats OK,25
audavideo, you dont have to say anything,24
audavideo, Im flirting with you,24
audavideo, u wanna kiss me huh,24
anni_anni_bobanni, i no u r,25
anni_anni_bobanni, I might wanna kiss you,25
audavideo, even though its wrong,24
audavideo, you're just so cute,24
audavideo, kisses r ok,24
anni_anni_bobanni, nutting wrong with that,25
anni_anni_bobanni, u cant go to jail 4 that can u,25
anni_anni_bobanni, I dont know,25
audavideo, it would b ok if u wanted to kiss me,24
anni_anni_bobanni, ,25
audavideo, i mean 4 realz,24
anni_anni_bobanni, I know,25
audavideo, dang,24
anni_anni_bobanni, u keep looking at me,25
anni_anni_bobanni, like u can c me,25
anni_anni_bobanni, is that bad?,25
audavideo, no,24
anni_anni_bobanni, u chatting with someone else?,25
anni_anni_bobanni, someone just said hellp,25
audavideo, hello,24
audavideo, sorry,24
audavideo, oh,24
anni_anni_bobanni, ok,25
anni_anni_bobanni, what grade are you in?,25
audavideo, 9th,24
anni_anni_bobanni, just started high school,25
audavideo, ya,24
anni_anni_bobanni, was it hard?,25
audavideo, hs??,24
anni_anni_bobanni, getting acclimated,25
audavideo, its different,24
anni_anni_bobanni, were you nervous or scared,25
audavideo, both,24
anni_anni_bobanni, I know I was,25
audavideo, lol,24
anni_anni_bobanni, u were?,25
anni_anni_bobanni, yep,25
audavideo, its always hard to move to a new place,24
audavideo, getting to know your way around,24
audavideo, so many new people,24
audavideo, and I was transferred,24
audavideo, why,24
anni_anni_bobanni, I went form that little private school to a huge public junior high,25
audavideo, thats like middle skool?,24
anni_anni_bobanni, my parents felt it would be better for me to go to a real high school,25
audavideo," ya, 7th and 8th",24
audavideo, so they took me out after 7th,24
audavideo, oh,24
anni_anni_bobanni, and sent me to the area public school,25
audavideo, that was tough,24
audavideo, everyone knew each other,24
audavideo, I never really fit in,24
audavideo, oh,24
anni_anni_bobanni, then as soon as I started high school,25
audavideo, we moved,24
audavideo, that sux,24
anni_anni_bobanni, transferred again,25
audavideo, I liked the new high school much better though,24
audavideo, but it was hard to fit in again,24
audavideo, did u no what u wanted to do in hs,24
anni_anni_bobanni, yes,25
audavideo, I knew since I was 7,24
audavideo, dang,24
anni_anni_bobanni, howd u no that,25
anni_anni_bobanni, but I actually never became that,25
audavideo, what,24
anni_anni_bobanni, thats probably why I always look sad,25
audavideo, huh,24
anni_anni_bobanni, I wanted to be an aeronautical engineer,25
audavideo, o wow,24
anni_anni_bobanni, whats that,25
anni_anni_bobanni, person who designs aircraft,25
audavideo, why dint u do that,24
anni_anni_bobanni, we couldnt afford to send me to college,25
audavideo, oh,24
anni_anni_bobanni, I tried to get into the Air Force Academy,25
audavideo, which is harder to get into than Harvard,24
audavideo," I need to turn my cam off, its starting to slow down my internet connection",24
audavideo, and that has nothing to do with my mac,24
audavideo, ok,24
anni_anni_bobanni, LOL,25
anni_anni_bobanni, lol,25
audavideo, heres a present before I shut it off,24
audavideo, ??,24
anni_anni_bobanni, awwww,25
anni_anni_bobanni, ,25
audavideo, I thot u were gonna take something out of the closet,24
anni_anni_bobanni, when u got up lol,25
anni_anni_bobanni, well I did that partly so you could see what I look like standing,25
audavideo, ya you look tall,24
anni_anni_bobanni, ur not flabby,25
anni_anni_bobanni, almost 6',25
audavideo, wow,24
anni_anni_bobanni, well I am getting a bit soft around the gut,25
audavideo, u dont lok it,24
anni_anni_bobanni," well here, take a look",25
audavideo, lol,24
anni_anni_bobanni, no cam davyyyyyyyyyyyyyyyyyyyyy,25
anni_anni_bobanni, lol,25
audavideo, aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhh,24
anni_anni_bobanni, LOL,25
anni_anni_bobanni, ur funny,25
anni_anni_bobanni, ok,25
